"entry","entry href","field-content","field-content 2"
"Bees Nees Early Years Centre PG","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/bees-nees-early-years-centre-pg","8a Glenard Road, Newtownards, Co Down, BT23 4HS","Pre-School"
"Belcoo Community PG","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/belcoo-community-pg","68 Lattone Road, Belcoo, Co Fermanagh, BT93 5DS","Pre-School"
"Belfast Boys' Model School","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/belfast-boys-model-school","Ballysillan Road, Belfast, Co Antrim, BT14 6RB","Post-Primary"
"Belfast High School","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/belfast-high-school","740 Shore Road, Newtownabbey, Co Antrim, BT37 0PX","Post-Primary"
"Belfast Model School for Girls","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/belfast-model-school-for-girls","35 Dunowen Gardens, Belfast, Co Antrim, BT14 6NQ","Post-Primary"
"Belfast Royal Academy","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/belfast-royal-academy","5-17 Cliftonville Road, Belfast, Co Antrim, BT14 6JL","Post-Primary"
"Bellaghy PS","https://www.eani.org.uk/parents/types-of-school/school-type/primary/bellaghy-ps","79 William Street, Bellaghy, Magherafelt, Co. Londonderry, BT45 8HZ","Primary"
"Belleek No 2 PS","https://www.eani.org.uk/parents/types-of-school/school-type/primary/belleek-no-2-ps","159 Brollagh Road, Corry, Belleek, Enniskillen, Co. Fermanagh, BT93 3FU","Primary"
"Belmont Nursery School [Londonderry]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/belmont-nursery-school-londonderry","19b Racecourse Road, Londonderry, Co Londonderry, BT48 7RE","Pre-School"
"Belmont Playcare PG [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/belmont-playcare-pg-belfast","215 Belmont Road, Belfast, Co Antrim, BT4 2AG","Pre-School"
"Belmont PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/belmont-ps-belfast","215 Belmont Road, Belfast, Co. Antrim, BT4 2AG","Primary"
"Belvoir Park PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/belvoir-park-ps-belfast","Belvoir Drive, Belfast, Co. Antrim, BT8 7DL","Primary"
"Belvoir Park PS NU [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/belvoir-park-ps-nu-belfast","Belvoir Drive, Belfast, Co Antrim, BT8 7DL","Pre-School"
"Ben Madigan [B.R.A. Prep]","https://www.eani.org.uk/parents/types-of-school/school-type/preps/ben-madigan-bra-prep","690 Antrim Road, Belfast, Co. Antrim, BT15 5GP","Preps"
"Benburb Community PG [Dungannon]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/benburb-community-pg-dungannon","3 Drumgose Road, Benburb, Dungannon, Co Tyrone, BT71 7JT","Pre-School"
"Benmore PG [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/benmore-pg-belfast","Finaghy Primary Campus, 38 Finaghy Road South, Belfast, Co Antrim, BT10 0DR","Pre-School"
"Bessbrook PS [Newry]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/bessbrook-ps-newry","14 Church Road, Bessbrook, Newry, Co. Down, BT35 7AQ","Primary"
"Bessbrook PS NU [Newry]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/bessbrook-ps-nu-newry","14 Church Road, Bessbrook, Newry, Co Armagh, BT35 7AQ","Pre-School"
"Bethlehem Nursery School [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/bethlehem-nursery-school-belfast","516 Ravenhill Road, Belfast, Co Antrim, BT6 0BW","Pre-School"
"Birches PS [Portadown]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/birches-ps-portadown","14 Clonmakate Road, Clonmakate, Portadown, Co. Armagh, BT62 1LR","Primary"
"Black Mountain PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/black-mountain-ps-belfast","Black Mountain Place, Belfast, Co. Antrim, BT13 3TT","Primary"
"Black Mountain PS NU [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/black-mountain-ps-nu-belfast","Black Mountain Place, Belfast, Co Antrim, BT13 3TT","Pre-School"
"Blackwater Integrated College [Downpatrick]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/blackwater-integrated-college-downpatrick","12 Old Belfast Road, Downpatrick, Co Down, BT30 6SG","Post-Primary"
"Bleary PS [Lurgan]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/bleary-ps-lurgan","6 Dean's Road, Lurgan, Craigavon, Co. Armagh, BT66 8TD","Primary"
"Blessed Patrick O'Loughran PS [Dungannon]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/blessed-patrick-oloughran-ps-dungannon","136 Old Caulfield Road, Castlecaulfield, Dungannon, Co. Tyrone, BT70 3NQ","Primary"
"Blessed Trinity College","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/blessed-trinity-college","619 Antrim Road, Belfast, Co Antrim, BT15 4DZ","Post-Primary"
"Bligh's Lane Nursery School","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/blighs-lane-nursery-school","3 Blighs Lane, Derry City, Co Londonderry, BT48 9PJ","Pre-School"
"Bloomfield Collegiate School [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/bloomfield-collegiate-school-belfast","8 Astoria Gardens, Belfast, Co Antrim, BT5 6HW","Post-Primary"
"Bloomfield PS [Bangor]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/bloomfield-ps-bangor","Bloomfield Road South, Bangor, Co. Down, BT19 7PN","Primary"
"Bloomfield PS NU [Bangor]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/bloomfield-ps-nu-bangor","Bloomfield Road South, Bangor, Co Down, BT19 7PN","Pre-School"
"Blythefield PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/blythefield-ps-belfast","Blythe Street, Belfast, Co. Antrim, BT12 5HX","Primary"
"Bo Peep Corner Pre School PG [Bangor]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/bo-peep-corner-pre-school-pg-bangor","St Gall's Community Hall, St Gall's Church, 171 Crawfordsburn Road, Bangor, Co Down, BT19 1BT","Pre-School"
"Bo Peeps Cross Community PG [Boho]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/bo-peeps-cross-community-pg-boho","Boho Community Hall, 184 Boho Road, Tullyholvin Upper, Boho, Co Fermanagh, BT74 5BE","Pre-School"
"Bocombra PS [Portadown]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/bocombra-ps-portadown","1 Old Lurgan Road, Portadown, Craigavon, Co. Armagh, BT63 5SG","Primary"
"Bocombra PS NU [Portadown]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/bocombra-ps-nu-portadown","1 Old Lurgan Road, Portadown, Craigavon, Co Armagh, BT63 5SG","Pre-School"
"Botanic PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/botanic-ps-belfast","6 Botanic Court, Belfast, Co. Antrim, BT7 1QY","Primary"
"Botanic PS NU [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/botanic-ps-nu-belfast","6 Botanic Court, Belfast, Co Antrim, BT7 1QY","Pre-School"
"Brackenagh West PS [Kilkeel]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/brackenagh-west-ps-kilkeel","22 Church Road, Kilkeel, Newry, Co. Down, BT34 4QB","Primary"
"Braidside Integrated PS [Ballymena]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/braidside-integrated-ps-ballymena","87 Fry's Road, Ballymena, Co. Antrim, BT43 7EN","Primary"
"Braidside Integrated PS NU [Ballymena]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/braidside-integrated-ps-nu-ballymena","87 Frys Road, Ballymena, Co Antrim, BT43 7EN","Pre-School"
"Brambly Hedge Community PG [Strabane]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/brambly-hedge-community-pg-strabane","12 Cloughboy Road, Bready, Strabane, Co Tyrone, BT82 0DN","Pre-School"
"Braniel PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/braniel-ps-belfast","Ravenswood Park, Belfast, Co. Antrim, BT5 7JU","Primary"
"Braniel PS NU [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/braniel-ps-nu-belfast","Ravenswood Park, Belfast, Co Antrim, BT5 7JU","Pre-School"
"Bready Jubilee PS [Strabane]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/bready-jubilee-ps-strabane","12 Cloughboy Road, Bready, Strabane, Co. Tyrone, BT82 0DN","Primary"
"Breda Academy","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/breda-academy","Newtownbreda Road, Belfast, Co Antrim, BT8 6PY","Post-Primary"
"Brefne Integrated Nursery School [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/brefne-integrated-nursery-school-belfast","111 Salisbury Avenue, Belfast, Co Antrim, BT15 5EH","Pre-School"
"Bridge Integrated PS [Banbridge]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/bridge-integrated-ps-banbridge","70 Ballygowan Road, Banbridge, Co. Down, BT32 3EL","Primary"
"Bright Sparks Pre School Unit PG [Bangor]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/bright-sparks-pre-school-unit-pg-bangor","c/o Crawfordsburn Primary School, 4 Cootehall Road, Crawfordsburn, Co Down, BT19 1JA","Pre-School"
"Broadbridge PS [Eglinton]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/broadbridge-ps-eglinton","3 Coolafinny Road, Eglinton, Londonderry, Co. Londonderry, BT47 3PG","Primary"
"Brockagh PG [Dungannon]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/brockagh-pg-dungannon","Brockagh Youth Club, Mountjoy Road, Coalisland, Dungannon, Co Tyrone, BT71 5DQ","Pre-School"
"Bronte PS [Banbridge]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/bronte-ps-banbridge","39 Ballinaskeagh Road, Milltown, Banbridge, Co. Down, BT32 5BL","Primary"
"Bronte PS NU [Banbridge]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/bronte-ps-nu-banbridge","39 Ballinaskeagh Road, Banbridge, Co Down, BT32 5BL","Pre-School"
"Brookeborough & District Community PG","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/brookeborough-district-community-pg","The Playstation, Station House, 2 Station Road, Brookeborough, Co Fermanagh, BT94 4EZ","Pre-School"
"Brookeborough PS","https://www.eani.org.uk/parents/types-of-school/school-type/primary/brookeborough-ps","51a Main Street, Brookeborough, Co. Fermanagh, BT94 4EZ","Primary"
"Brookfield School","https://www.eani.org.uk/parents/types-of-school/school-type/special-school/brookfield-school","65 Halfpenny Gate Road, Moira, CRAIGAVON, CO ARMAGH, BT67 0AP","Special School"
"Brooklands PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/brooklands-ps-belfast","Brooklands Avenue, Dundonald, Belfast, Co. Antrim, BT16 2PA","Primary"
"Brooklands PS NU [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/brooklands-ps-nu-belfast","Brooklands Avenue, Dundonald, Co Down, BT16 2PA","Pre-School"
"Broughshane Playgroup PG","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/broughshane-playgroup-pg","Community Centre, 21 Knockan Road, Broughshane, Ballymena, Co Antrim, BT42 4JY","Pre-School"
"Broughshane PS [Ballymena]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/broughshane-ps-ballymena","Houston Park, Broughshane, Ballymena, Co. Antrim, BT42 4LB","Primary"
"Broughshane PS NU [Ballymena]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/broughshane-ps-nu-ballymena","Houston Park, Broughshane, Ballymena, Co Antrim, BT42 4LB","Pre-School"
"Brownlee Pre School by Little Rays PG","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/brownlee-pre-school-by-little-rays-pg","Wallace Avenue, Lisburn, Co Antrim, BT27 4AA","Pre-School"
"Brownlee PS [Lisburn]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/brownlee-ps-lisburn","Wallace Avenue, Lisburn, Co. Antrim, BT27 4AA","Primary"
"Brownlow Integrated College [Craigavon]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/brownlow-integrated-college-craigavon","Tullygally Road, Craigavon, Co Armagh, BT65 5BS","Post-Primary"
"Buddies Childtime Centre Ltd PG [Omagh]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/buddies-childtime-centre-ltd-pg-omagh","18 Woodbank Road, Arvalee, Omagh, Co Tyrone, BT79 0NB","Pre-School"
"Buick Memorial PS [Ballymena]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/buick-memorial-ps-ballymena","62 Main Street, Cullybackey, Ballymena, Co. Antrim, BT42 1BW","Primary"
"Buick Memorial PS NU [Ballymena]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/buick-memorial-ps-nu-ballymena","62 Main Street, Cullybackey, Ballymena, Co Antrim, BT42 1BW","Pre-School"
"Bunnahone Bunnies Cross Community PG","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/bunnahone-bunnies-cross-community-pg","Tir Navar Complex, Creamery Road, Derrygonnelly, Co Fermanagh, BT93 6HW","Pre-School"
"Bunscoil an Iuir [Newry]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/bunscoil-an-iuir-newry","74 Kilmorey Street, Newry, Co. Down, BT34 2DH","Primary"
"Bunscoil an Traonaigh [Lisnaskea]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/bunscoil-an-traonaigh-lisnaskea","10 Drumbrughas North Road, Lisnaskea, Co. Fermanagh, BT92 0PE","Primary"
"Bunscoil an Tsleibhe Dhuibh [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/bunscoil-an-tsleibhe-dhuibh-belfast","15a Ballymurphy Road, Belfast, Co. Antrim, BT12 7JL","Primary"
"Bunscoil Bheann Mhadagain","https://www.eani.org.uk/parents/types-of-school/school-type/primary/bunscoil-bheann-mhadagain","156 Cliftonville Road, Belfast, Co. Antrim, BT14 6LA","Primary"
"Bunscoil Bheanna Boirche [Castlewellan]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/bunscoil-bheanna-boirche-castlewellan","Bunkers Hill, Castlewellan, Co. Down, BT31 9EB","Primary"
"Bunscoil Cholmcille [Derry]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/bunscoil-cholmcille-derry","40a Steelstown Road, Londonderry, Co. Londonderry, BT48 8EX","Primary"
"Bunscoil Mhic Reachtain [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/bunscoil-mhic-reachtain-belfast","10 Lancaster Street, Belfast, Co. Antrim, BT15 1EZ","Primary"
"Bunscoil Phobal Feirste","https://www.eani.org.uk/parents/types-of-school/school-type/primary/bunscoil-phobal-feirste","11 Rosgoill Park, Shaw's Road, Belfast, Co. Antrim, BT11 9QS","Primary"
"Bush PS [Dungannon]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/bush-ps-dungannon","31 Mullaghteige Road, Bush, Dungannon, Co. Tyrone, BT71 6QU","Primary"
"Bush PS NU [Dungannon]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/bush-ps-nu-dungannon","31 Mullaghteige Road, Bush, Dungannon, Co Tyrone, BT71 6QU","Pre-School"
"Bushmills PS","https://www.eani.org.uk/parents/types-of-school/school-type/primary/bushmills-ps","5 Priestland Road, Bushmills, Co. Antrim, BT57 8QW","Primary"
"Bushmills PS NU","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/bushmills-ps-nu","5 Priestland Road, Bushmills, Co Antrim, BT57 8QW","Pre-School"
"Bushvalley PS [Ballymoney]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/bushvalley-ps-ballymoney","175 Ballinlea Road, Stranocum, Ballymoney, Co. Antrim, BT53 8PR","Primary"
"Busy Bees PG [Hillsborough]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/busy-bees-pg-hillsborough","85 Moira Road, Hillsborough, Co Down, BT26 6DX","Pre-School"
"Busy Bees Pre School PG [Burren]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/busy-bees-pre-school-pg-burren","St Mary's Community Hall, 14 Bridge Road , Burren, Warrenpoint, Newry, Co Down, BT34 3QT","Pre-School"
"Button Moon PG [Tandragee]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/button-moon-pg-tandragee","24 Madden Road, Tandragee, Craigavon, Co Armagh, BT62 2DG","Pre-School"
"Cairncastle PS [Ballygally]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/cairncastle-ps-ballygally","Cairncastle Road, Ballygally, Larne, Co. Antrim, BT40 2RB","Primary"
"Cairnshill PS [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/primary/cairnshill-ps-belfast","6a Cairnshill Drive, Belfast, Co. Antrim, BT8 6RT","Primary"
"Cairnshill PS NU [Belfast]","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/cairnshill-ps-nu-belfast","6a Cairnshill Drive, Belfast, Co Antrim, BT8 6RT","Pre-School"
"Caledon PG","https://www.eani.org.uk/parents/types-of-school/school-type/pre-school/caledon-pg","13A Derrycourtney Road, Caledon, Co Tyrone, BT68 4UE","Pre-School"
"Cambridge House Grammar School [Ballymena]","https://www.eani.org.uk/parents/types-of-school/school-type/post-primary/cambridge-house-grammar-school-ballymena","Cambridge Avenue, Ballymena, Co Antrim, BT42 2EH","Post-Primary"
